,input_1,block1_conv1,block1_conv2,block1_pool,block2_conv1,block2_conv2,block2_pool,block3_conv1,block3_conv2,block3_conv3,block3_pool,block4_conv1,block4_conv2,block4_conv3,block4_pool,block5_conv1,block5_conv2,block5_conv3,block5_pool
56,,27.0,26.0,25.0,23.0,25.0,23.0,23.0,26.0,34.0,30.0,22,21,25,19,20,15,18,11
57,,26.0,31.0,26.0,26.0,33.0,30.0,23.0,28.0,27.0,22.0,23,22,22,18,12,20,3,3
58,,27.0,26.0,24.0,27.0,28.0,26.0,25.0,22.0,29.0,25.0,21,22,25,20,19,15,6,6
59,,11.0,27.0,26.0,34.0,33.0,28.0,33.0,31.0,31.0,28.0,24,25,23,21,14,19,3,3
60,,31.0,14.0,14.0,28.0,36.0,33.0,23.0,27.0,30.0,26.0,25,24,15,13,9,7,1,1
61,,20.0,18.0,17.0,24.0,32.0,27.0,25.0,24.0,26.0,23.0,19,19,20,17,20,16,4,3
62,,26.0,29.0,27.0,24.0,35.0,32.0,31.0,31.0,22.0,20.0,27,24,24,22,20,16,10,8
63,,27.0,36.0,34.0,26.0,24.0,22.0,25.0,30.0,34.0,30.0,29,26,27,22,9,10,4,3
64,,,,,25.0,27.0,24.0,25.0,27.0,30.0,25.0,21,15,23,18,18,14,1,1
65,,,,,26.0,25.0,22.0,25.0,33.0,29.0,26.0,20,26,25,20,21,5,6,4
66,,,,,26.0,24.0,22.0,27.0,29.0,30.0,28.0,25,20,19,17,19,16,10,7
67,,,,,35.0,24.0,22.0,22.0,29.0,24.0,22.0,20,23,27,22,20,13,3,2
68,,,,,22.0,36.0,33.0,25.0,27.0,21.0,20.0,23,25,23,19,13,20,1,1
69,,,,,8.0,37.0,33.0,30.0,27.0,35.0,31.0,26,19,26,22,18,18,5,4
70,,,,,24.0,27.0,25.0,26.0,27.0,31.0,28.0,17,28,25,21,19,15,3,2
71,,,,,20.0,36.0,32.0,30.0,25.0,29.0,26.0,24,25,19,15,22,16,5,4
72,,,,,25.0,25.0,23.0,21.0,28.0,26.0,24.0,20,19,21,17,22,10,9,6
73,,,,,25.0,32.0,29.0,22.0,25.0,18.0,18.0,25,16,23,18,15,13,1,2
74,,,,,23.0,35.0,30.0,24.0,31.0,29.0,26.0,16,23,22,17,21,14,2,3
75,,,,,35.0,27.0,26.0,26.0,23.0,32.0,28.0,26,26,24,20,23,17,4,3
76,,,,,27.0,22.0,21.0,26.0,28.0,31.0,26.0,19,22,25,20,17,17,2,3
77,,,,,20.0,24.0,21.0,24.0,25.0,32.0,29.0,18,21,18,14,19,15,7,5
78,,,,,26.0,34.0,31.0,24.0,29.0,33.0,30.0,26,23,23,19,21,12,5,4
79,,,,,26.0,37.0,34.0,26.0,30.0,27.0,24.0,26,27,22,19,18,17,7,5
80,,,,,23.0,34.0,28.0,28.0,25.0,27.0,24.0,27,21,21,18,9,13,4,5
81,,,,,31.0,33.0,28.0,29.0,24.0,27.0,24.0,25,26,22,18,22,20,10,8
82,,,,,25.0,25.0,23.0,24.0,23.0,33.0,29.0,23,26,28,24,18,14,9,7
83,,,,,27.0,31.0,27.0,23.0,29.0,31.0,28.0,15,22,17,17,15,11,6,5
84,,,,,35.0,28.0,27.0,28.0,30.0,33.0,29.0,24,20,25,20,19,16,2,2
85,,,,,27.0,18.0,17.0,28.0,26.0,32.0,28.0,25,23,28,24,13,16,5,6
86,,,,,24.0,30.0,26.0,22.0,26.0,34.0,30.0,19,24,18,15,13,10,2,2
87,,,,,29.0,31.0,26.0,29.0,25.0,23.0,23.0,25,24,23,19,16,12,5,6
88,,,,,28.0,28.0,25.0,26.0,31.0,27.0,24.0,21,27,29,23,18,13,5,4
89,,,,,31.0,34.0,29.0,25.0,23.0,30.0,29.0,23,27,24,20,21,15,1,1
90,,,,,23.0,23.0,21.0,24.0,29.0,30.0,26.0,25,22,22,19,22,10,1,1
91,,,,,33.0,32.0,29.0,25.0,26.0,28.0,25.0,19,22,23,21,14,16,3,3
92,,,,,34.0,32.0,26.0,25.0,24.0,34.0,30.0,21,22,22,19,19,6,5,4
93,,,,,27.0,36.0,32.0,23.0,26.0,32.0,27.0,21,23,22,18,19,9,6,5
94,,,,,24.0,30.0,27.0,22.0,27.0,31.0,28.0,21,20,22,19,18,17,9,7
95,,,,,29.0,38.0,34.0,25.0,30.0,21.0,20.0,21,19,25,21,21,17,6,6
96,,,,,26.0,32.0,27.0,26.0,26.0,29.0,25.0,25,18,24,19,12,17,5,3
97,,,,,26.0,31.0,27.0,28.0,29.0,24.0,22.0,23,27,23,20,22,2,5,4
98,,,,,26.0,28.0,25.0,25.0,32.0,24.0,23.0,22,23,24,20,19,12,6,5
99,,,,,29.0,27.0,26.0,24.0,30.0,29.0,26.0,25,24,23,19,21,18,6,5
100,,,,,25.0,23.0,22.0,29.0,25.0,27.0,24.0,23,26,15,14,16,15,8,7
101,,,,,27.0,35.0,31.0,29.0,25.0,33.0,29.0,26,23,26,22,22,13,4,4
102,,,,,22.0,25.0,23.0,25.0,27.0,30.0,27.0,27,23,23,19,13,7,5,4
103,,,,,28.0,25.0,23.0,22.0,23.0,20.0,19.0,24,22,15,12,10,14,8,6
104,,,,,22.0,27.0,25.0,25.0,18.0,23.0,21.0,17,29,24,20,13,9,1,1
105,,,,,31.0,32.0,28.0,27.0,19.0,32.0,28.0,23,23,22,20,11,14,5,4
106,,,,,24.0,23.0,21.0,24.0,31.0,34.0,30.0,18,25,20,17,12,12,11,8
107,,,,,26.0,30.0,27.0,22.0,25.0,33.0,28.0,25,21,13,15,11,15,6,5
108,,,,,28.0,31.0,26.0,31.0,24.0,31.0,27.0,21,28,28,24,17,14,6,5
109,,,,,27.0,30.0,27.0,19.0,22.0,28.0,23.0,19,26,22,20,20,16,9,7
110,,,,,23.0,32.0,27.0,26.0,28.0,31.0,27.0,23,28,22,21,19,7,11,9
111,,,,,27.0,27.0,25.0,27.0,25.0,30.0,26.0,20,23,24,20,23,16,4,4
112,,,,,23.0,30.0,27.0,27.0,25.0,30.0,27.0,27,21,26,20,20,14,4,3
113,,,,,20.0,36.0,31.0,26.0,26.0,28.0,24.0,23,25,23,19,17,6,9,9
114,,,,,23.0,31.0,27.0,32.0,24.0,28.0,25.0,23,16,28,22,24,19,3,3
115,,,,,29.0,28.0,24.0,26.0,18.0,32.0,28.0,25,25,16,14,20,11,2,2
116,,,,,28.0,24.0,23.0,26.0,25.0,33.0,28.0,22,29,27,21,18,14,12,10
117,,,,,23.0,34.0,30.0,30.0,24.0,31.0,26.0,25,26,24,19,14,18,7,7
118,,,,,22.0,24.0,22.0,24.0,26.0,29.0,27.0,21,21,21,20,15,13,9,7
119,,,,,16.0,35.0,32.0,18.0,23.0,27.0,24.0,25,26,23,19,20,14,13,11
120,,,,,18.0,30.0,26.0,26.0,23.0,31.0,27.0,19,16,25,20,21,10,1,1
121,,,,,35.0,33.0,28.0,25.0,31.0,35.0,30.0,21,26,21,19,20,14,7,6
122,,,,,26.0,32.0,27.0,24.0,25.0,32.0,28.0,26,26,28,21,21,7,1,1
123,,,,,1.0,30.0,28.0,24.0,23.0,26.0,22.0,17,23,16,14,22,17,9,7
124,,,,,35.0,23.0,22.0,30.0,23.0,26.0,22.0,23,24,25,19,14,7,5,5
125,,,,,27.0,22.0,21.0,27.0,26.0,28.0,24.0,24,19,20,16,19,14,11,8
126,,,,,28.0,30.0,27.0,25.0,29.0,33.0,29.0,30,23,21,17,21,16,4,4
127,,,,,27.0,23.0,22.0,28.0,27.0,31.0,26.0,21,21,21,18,21,12,3,4
128,,,,,,,,24.0,24.0,32.0,29.0,26,28,26,23,21,19,3,4
129,,,,,,,,22.0,21.0,32.0,29.0,20,27,24,20,16,16,6,5
130,,,,,,,,26.0,24.0,32.0,28.0,24,28,17,15,19,12,4,4
131,,,,,,,,24.0,22.0,29.0,26.0,24,21,25,21,15,12,7,5
132,,,,,,,,27.0,27.0,33.0,27.0,21,23,27,22,18,14,1,1
133,,,,,,,,27.0,25.0,29.0,27.0,22,25,21,19,19,15,3,3
134,,,,,,,,25.0,31.0,31.0,28.0,21,20,22,19,14,6,3,3
135,,,,,,,,32.0,25.0,34.0,29.0,22,26,27,21,22,17,3,2
136,,,,,,,,26.0,25.0,27.0,24.0,24,22,26,23,24,10,7,6
137,,,,,,,,24.0,29.0,33.0,29.0,26,24,25,22,20,8,8,6
138,,,,,,,,27.0,31.0,33.0,29.0,26,26,21,17,18,16,9,8
139,,,,,,,,23.0,27.0,30.0,26.0,17,23,20,16,23,13,2,3
140,,,,,,,,23.0,22.0,29.0,25.0,26,22,26,21,19,11,3,4
141,,,,,,,,24.0,21.0,34.0,31.0,28,17,24,20,18,14,2,3
142,,,,,,,,28.0,24.0,22.0,21.0,29,20,25,21,18,18,6,6
143,,,,,,,,23.0,25.0,25.0,22.0,24,13,29,23,22,16,5,5
144,,,,,,,,34.0,26.0,29.0,27.0,21,26,26,21,22,14,2,2
145,,,,,,,,26.0,29.0,33.0,29.0,19,21,31,24,16,13,3,3
146,,,,,,,,31.0,31.0,31.0,27.0,22,22,23,19,20,14,7,6
147,,,,,,,,23.0,26.0,25.0,22.0,26,21,28,21,19,16,2,3
148,,,,,,,,25.0,32.0,24.0,22.0,23,25,23,18,18,18,5,5
149,,,,,,,,22.0,23.0,31.0,26.0,22,27,24,21,16,18,7,6
150,,,,,,,,22.0,24.0,30.0,25.0,20,23,26,21,15,11,1,1
151,,,,,,,,25.0,33.0,28.0,25.0,26,22,23,19,15,19,7,8
152,,,,,,,,27.0,25.0,32.0,29.0,27,16,24,19,20,13,8,5
153,,,,,,,,24.0,22.0,30.0,27.0,26,24,18,16,23,15,9,8
154,,,,,,,,25.0,25.0,27.0,23.0,25,21,21,18,16,18,5,5
155,,,,,,,,27.0,25.0,30.0,26.0,27,25,23,19,16,10,20,14
156,,,,,,,,27.0,30.0,32.0,28.0,25,25,26,21,20,19,3,3
157,,,,,,,,27.0,24.0,29.0,23.0,19,18,19,18,15,17,9,7
158,,,,,,,,24.0,27.0,29.0,25.0,20,27,28,24,19,14,3,3
159,,,,,,,,27.0,25.0,31.0,26.0,16,24,26,22,16,16,7,6
160,,,,,,,,27.0,24.0,30.0,26.0,23,28,13,11,20,11,2,2
161,,,,,,,,24.0,21.0,21.0,20.0,26,24,22,19,19,15,2,3
162,,,,,,,,32.0,29.0,27.0,24.0,29,24,22,19,17,11,1,1
163,,,,,,,,25.0,27.0,30.0,27.0,20,23,23,21,21,10,8,6
164,,,,,,,,31.0,26.0,27.0,24.0,20,25,22,19,13,15,15,11
165,,,,,,,,23.0,23.0,32.0,27.0,24,30,22,18,18,13,13,10
166,,,,,,,,24.0,23.0,22.0,21.0,25,27,28,21,21,6,1,1
167,,,,,,,,26.0,26.0,31.0,26.0,27,25,22,18,18,17,7,7
168,,,,,,,,26.0,26.0,33.0,30.0,27,19,24,21,21,13,7,5
169,,,,,,,,27.0,29.0,28.0,25.0,29,25,24,19,6,14,8,7
170,,,,,,,,24.0,28.0,32.0,28.0,25,22,20,16,12,15,5,5
171,,,,,,,,23.0,25.0,33.0,30.0,25,24,20,17,14,11,4,4
172,,,,,,,,29.0,27.0,36.0,32.0,27,25,24,20,6,12,9,6
173,,,,,,,,30.0,23.0,31.0,29.0,19,24,26,21,13,18,3,3
174,,,,,,,,20.0,27.0,31.0,26.0,27,27,23,20,19,18,3,3
175,,,,,,,,25.0,24.0,30.0,25.0,17,29,27,22,16,14,4,4
176,,,,,,,,30.0,26.0,33.0,30.0,20,17,17,15,23,14,3,2
177,,,,,,,,25.0,28.0,33.0,29.0,23,30,23,20,23,19,7,5
178,,,,,,,,22.0,26.0,23.0,22.0,20,19,29,24,15,19,6,4
179,,,,,,,,26.0,22.0,35.0,31.0,25,29,22,18,15,15,11,8
180,,,,,,,,23.0,24.0,34.0,28.0,28,21,24,21,20,12,8,8
181,,,,,,,,28.0,31.0,24.0,21.0,22,26,23,20,17,20,4,5
182,,,,,,,,25.0,26.0,29.0,27.0,22,22,28,22,20,11,9,6
183,,,,,,,,29.0,28.0,27.0,25.0,27,26,27,22,15,13,4,3
184,,,,,,,,20.0,23.0,33.0,28.0,23,24,25,20,21,13,2,2
185,,,,,,,,25.0,27.0,31.0,26.0,25,25,27,24,19,13,2,2
186,,,,,,,,20.0,26.0,34.0,30.0,25,28,23,20,20,13,2,3
187,,,,,,,,28.0,28.0,33.0,29.0,26,21,19,15,14,9,6,5
188,,,,,,,,31.0,33.0,35.0,31.0,27,24,20,17,23,17,6,5
189,,,,,,,,27.0,25.0,33.0,30.0,24,25,21,19,15,15,4,4
190,,,,,,,,25.0,26.0,33.0,29.0,26,23,23,22,20,12,1,1
191,,,,,,,,22.0,24.0,30.0,26.0,27,29,22,18,16,11,2,2
192,,,,,,,,27.0,30.0,25.0,21.0,29,28,22,20,16,17,3,3
193,,,,,,,,24.0,28.0,34.0,29.0,22,25,24,21,17,14,13,8
194,,,,,,,,23.0,25.0,26.0,24.0,24,22,22,19,17,7,4,3
195,,,,,,,,23.0,30.0,31.0,28.0,31,24,26,22,20,15,1,1
196,,,,,,,,24.0,25.0,32.0,28.0,18,23,20,16,17,8,1,1
197,,,,,,,,33.0,30.0,25.0,23.0,27,23,17,13,17,18,8,7
198,,,,,,,,25.0,26.0,23.0,20.0,21,22,25,20,16,14,6,7
199,,,,,,,,30.0,27.0,24.0,22.0,26,28,16,13,21,21,7,6
200,,,,,,,,27.0,26.0,33.0,30.0,18,25,23,19,20,15,6,4
201,,,,,,,,22.0,25.0,34.0,30.0,19,24,25,21,18,12,5,5
202,,,,,,,,27.0,28.0,21.0,19.0,21,29,25,21,21,5,5,5
203,,,,,,,,27.0,23.0,27.0,24.0,25,21,25,21,17,16,2,2
204,,,,,,,,31.0,23.0,34.0,29.0,24,23,17,15,20,13,3,4
205,,,,,,,,21.0,25.0,29.0,26.0,18,21,19,15,15,10,5,6
206,,,,,,,,24.0,26.0,31.0,28.0,25,22,27,21,20,15,1,1
207,,,,,,,,28.0,24.0,32.0,30.0,24,23,19,18,20,14,5,5
208,,,,,,,,24.0,23.0,30.0,26.0,27,27,31,26,22,19,3,4
209,,,,,,,,32.0,27.0,16.0,17.0,27,22,25,21,20,8,16,13
210,,,,,,,,29.0,23.0,32.0,28.0,28,27,21,19,16,23,1,1
211,,,,,,,,28.0,31.0,28.0,24.0,21,25,25,20,21,10,2,2
212,,,,,,,,29.0,32.0,23.0,21.0,25,24,27,22,19,18,4,4
213,,,,,,,,24.0,30.0,29.0,26.0,21,24,17,15,14,16,1,1
214,,,,,,,,26.0,33.0,28.0,25.0,20,25,25,20,12,9,4,5
215,,,,,,,,28.0,24.0,33.0,29.0,15,21,24,20,16,15,11,8
216,,,,,,,,25.0,23.0,27.0,22.0,19,22,25,20,12,17,6,4
217,,,,,,,,25.0,29.0,35.0,31.0,21,24,20,18,18,14,1,1
218,,,,,,,,20.0,26.0,29.0,26.0,18,22,20,19,17,4,2,2
219,,,,,,,,29.0,25.0,36.0,33.0,20,23,26,20,19,10,9,8
220,,,,,,,,29.0,24.0,31.0,27.0,24,27,25,20,20,16,13,10
221,,,,,,,,25.0,22.0,22.0,19.0,28,26,23,19,17,11,4,4
222,,,,,,,,31.0,27.0,34.0,30.0,25,21,26,20,18,18,2,3
223,,,,,,,,27.0,27.0,27.0,24.0,21,27,23,19,19,15,4,4
224,,,,,,,,25.0,27.0,31.0,27.0,24,25,25,21,14,10,7,7
225,,,,,,,,26.0,23.0,30.0,26.0,23,22,26,21,18,15,2,1
226,,,,,,,,25.0,30.0,33.0,30.0,29,25,23,20,16,10,2,1
227,,,,,,,,26.0,22.0,34.0,30.0,19,22,23,20,20,14,10,7
228,,,,,,,,27.0,30.0,28.0,24.0,19,27,28,24,16,15,12,9
229,,,,,,,,27.0,24.0,35.0,30.0,19,22,22,18,12,10,13,9
230,,,,,,,,23.0,28.0,26.0,24.0,22,21,25,20,22,15,15,12
231,,,,,,,,24.0,23.0,35.0,30.0,27,24,19,16,15,15,7,5
232,,,,,,,,29.0,28.0,34.0,30.0,27,17,23,21,18,14,6,5
233,,,,,,,,24.0,27.0,32.0,28.0,23,19,24,20,17,16,8,7
234,,,,,,,,25.0,25.0,23.0,20.0,20,24,26,20,14,16,9,8
235,,,,,,,,26.0,30.0,30.0,25.0,25,23,15,12,17,15,7,6
236,,,,,,,,28.0,26.0,31.0,28.0,27,26,22,19,19,16,12,8
237,,,,,,,,25.0,27.0,24.0,22.0,22,26,21,17,16,13,10,8
238,,,,,,,,25.0,23.0,32.0,29.0,21,25,24,19,21,14,5,5
239,,,,,,,,21.0,25.0,33.0,29.0,25,24,18,14,16,15,1,1
240,,,,,,,,25.0,25.0,22.0,20.0,29,24,25,20,21,14,5,4
241,,,,,,,,28.0,25.0,26.0,22.0,22,25,27,21,21,13,1,1
242,,,,,,,,24.0,31.0,30.0,27.0,21,24,21,18,19,14,9,6
243,,,,,,,,29.0,22.0,21.0,19.0,20,24,25,21,19,17,9,8
244,,,,,,,,28.0,25.0,35.0,30.0,19,27,22,19,14,18,6,6
245,,,,,,,,24.0,29.0,34.0,31.0,22,25,18,16,16,19,6,4
246,,,,,,,,23.0,26.0,20.0,18.0,21,20,24,21,17,16,4,3
247,,,,,,,,24.0,9.0,31.0,28.0,23,24,24,20,26,16,2,3
248,,,,,,,,27.0,23.0,27.0,24.0,25,24,22,19,10,17,13,9
249,,,,,,,,27.0,23.0,29.0,25.0,26,22,26,22,16,11,9,9
250,,,,,,,,25.0,28.0,29.0,25.0,22,21,22,19,17,12,5,5
251,,,,,,,,21.0,29.0,33.0,29.0,23,23,20,16,18,8,1,1
252,,,,,,,,27.0,32.0,23.0,21.0,29,26,20,18,18,12,13,10
253,,,,,,,,26.0,25.0,32.0,28.0,22,24,22,18,19,14,4,3
254,,,,,,,,25.0,25.0,27.0,24.0,23,19,26,21,20,16,1,1
255,,,,,,,,23.0,23.0,30.0,27.0,25,25,21,19,18,8,5,4
256,,,,,,,,,,,,27,26,24,19,19,13,4,4
257,,,,,,,,,,,,21,19,25,19,19,15,6,5
258,,,,,,,,,,,,25,27,26,21,19,9,1,1
259,,,,,,,,,,,,27,25,25,21,23,10,1,1
260,,,,,,,,,,,,23,23,24,20,20,17,5,3
261,,,,,,,,,,,,27,27,22,18,6,9,7,6
262,,,,,,,,,,,,23,23,24,20,18,15,6,5
263,,,,,,,,,,,,26,19,28,22,21,17,1,1
264,,,,,,,,,,,,16,22,22,18,20,6,3,3
265,,,,,,,,,,,,22,23,26,21,21,13,14,11
266,,,,,,,,,,,,24,24,24,21,20,5,6,6
267,,,,,,,,,,,,16,26,12,13,21,8,13,10
268,,,,,,,,,,,,21,27,25,21,21,14,3,3
269,,,,,,,,,,,,24,25,23,19,16,14,6,5
270,,,,,,,,,,,,24,23,12,11,19,14,9,7
271,,,,,,,,,,,,22,23,28,23,18,12,10,6
272,,,,,,,,,,,,23,25,19,15,20,15,10,8
273,,,,,,,,,,,,23,25,26,23,13,15,2,2
274,,,,,,,,,,,,25,23,25,20,15,13,6,4
275,,,,,,,,,,,,18,25,22,19,14,12,1,2
276,,,,,,,,,,,,22,26,19,16,11,15,13,10
277,,,,,,,,,,,,27,27,23,18,16,11,3,3
278,,,,,,,,,,,,22,25,24,19,15,12,12,8
279,,,,,,,,,,,,24,25,26,22,17,14,5,4
280,,,,,,,,,,,,29,26,21,17,18,11,8,7
281,,,,,,,,,,,,20,21,20,17,22,13,7,7
282,,,,,,,,,,,,24,26,20,18,15,14,3,3
283,,,,,,,,,,,,26,19,14,10,15,10,10,7
284,,,,,,,,,,,,26,17,21,17,19,14,6,5
285,,,,,,,,,,,,24,25,23,19,20,13,4,4
286,,,,,,,,,,,,26,25,25,20,16,8,4,4
287,,,,,,,,,,,,24,20,19,16,18,15,4,4
288,,,,,,,,,,,,22,27,25,20,15,13,2,2
289,,,,,,,,,,,,24,23,20,17,24,14,7,5
290,,,,,,,,,,,,26,23,23,19,18,15,5,4
291,,,,,,,,,,,,19,24,26,22,17,19,8,6
292,,,,,,,,,,,,18,25,25,22,21,18,6,5
293,,,,,,,,,,,,26,20,26,21,19,15,8,7
294,,,,,,,,,,,,29,21,27,21,19,11,3,3
295,,,,,,,,,,,,25,27,28,22,18,18,8,7
296,,,,,,,,,,,,24,25,18,16,19,16,1,1
297,,,,,,,,,,,,20,24,26,20,20,12,2,2
298,,,,,,,,,,,,15,25,22,17,16,10,14,10
299,,,,,,,,,,,,19,18,28,23,23,17,6,5
300,,,,,,,,,,,,20,22,23,19,18,11,4,3
301,,,,,,,,,,,,22,25,19,15,20,11,1,1
302,,,,,,,,,,,,17,20,16,13,17,9,5,5
303,,,,,,,,,,,,24,29,24,19,17,16,8,7
304,,,,,,,,,,,,21,22,20,17,18,16,3,4
305,,,,,,,,,,,,27,25,18,17,21,9,4,4
306,,,,,,,,,,,,22,23,29,24,19,19,7,5
307,,,,,,,,,,,,23,22,26,22,19,17,9,7
