,0,1,2,3,4,5,6,7,8,9,10,11
19,175.40166,-196.95438,-97.97445,132.71048,36.11586,-11.672532,-24.515577,295.96405,115.45606,33.67454,40.51531,-68.1733
20,-39.23722,-6.269905,-49.46313,22.762941,67.70957,-15.855832,-67.373436,-58.37472,50.291653,-13.969519,3.2233915,-25.484777
21,-48.16462,182.56216,-27.475191,145.5153,-150.68831,38.808495,-15.268497,-14.328833,-13.516678,20.090149,-61.54261,-37.831417
22,-53.781834,128.02466,-111.57786,42.65123,-5.7697525,-52.061176,9.916913,-6.982707,-23.432934,-2.9153917,19.520107,-17.933401
23,-49.296837,40.653538,149.19637,-80.678246,30.60475,4.454291,-95.266045,32.313,24.924877,25.049942,-40.933796,73.04691
24,-44.347153,79.34569,-78.641785,27.50867,78.00295,-21.052767,-31.131315,-51.42529,55.57037,35.536705,5.813008,14.551632
25,-5.407845,-84.53817,97.24521,93.0109,-8.211837,52.356213,-80.45361,11.654774,-0.7711607,58.40228,-59.508614,64.00737
26,-28.85528,1.2114208,-134.42603,142.37239,-29.000608,-9.884404,8.395363,-31.514906,-48.461773,113.142204,-7.8687177,-11.413339
27,41.094692,-33.74405,455.80188,243.02527,107.83144,-181.55429,184.54372,-31.501505,16.974203,-19.129478,-1.4430484,11.320734
28,-63.37921,233.18642,111.96798,6.415104,-83.50893,65.48951,-32.609562,11.950931,74.23822,-48.555553,-1.4860703,-19.316998
29,-66.58243,225.11,72.59908,-57.719982,-83.12541,-3.194272,6.7804623,24.407753,35.507236,83.04921,38.381092,-4.6574707
30,-40.112854,-61.183933,-53.236847,-6.9891524,109.923225,-49.309803,-86.89488,-35.068214,-16.517973,-53.179382,0.50589204,-14.353541
31,-52.340157,59.824787,-47.77305,-40.994904,-64.63341,-37.927372,34.437572,-4.902348,-0.53513813,-24.784775,15.947487,-57.66641
32,-52.156403,66.708084,-58.804764,-95.70685,-23.951488,-47.60311,71.59028,12.76496,58.882263,-5.045896,-53.110023,22.57738
33,-49.696198,38.601418,-35.489628,-48.438873,75.11662,-47.382233,-40.183907,-12.986983,11.035423,-18.665413,7.421009,-7.496437
34,-32.887417,-114.58532,41.248737,-42.160404,-48.324818,29.283268,15.750769,-21.248451,23.81273,-7.8066387,33.542297,8.722578
35,-37.308132,-21.384554,-103.39258,36.003647,149.78633,-82.65414,-106.01347,-4.6632524,-4.9420495,-78.51345,-27.580793,9.755815
36,-42.133812,-68.84934,-63.864265,-60.261723,27.504591,-39.503128,20.930752,-34.002686,8.640761,-6.77833,34.568314,-43.042492
37,-41.108917,183.86264,-19.963747,-24.165718,262.48047,264.5506,135.97583,51.737682,-54.509575,-0.9537081,-101.36408,-28.212864
38,-45.330128,19.857788,278.33334,-65.21704,-48.27651,9.152275,-57.3678,57.587013,-104.90184,-8.430698,23.070265,-89.77513
39,-25.62302,-162.92166,-49.27365,-1.0003418,38.232643,5.7696843,-11.503028,-0.373808,-34.37146,-31.259516,18.88221,25.311615
40,-33.264786,-142.46892,-19.118454,-67.38592,-27.480799,-13.648134,50.00383,-11.046386,1.6828759,-2.9004714,14.796691,20.326887
41,-53.76274,53.174484,-58.940228,-69.007774,56.821064,-63.73381,-0.2720854,-11.7639265,15.315936,36.52376,30.370218,34.77023
42,-60.030716,203.22223,-32.20849,-17.300884,32.278652,-37.774246,6.470308,87.41744,-92.50395,62.643253,97.649315,168.64476
43,-30.802399,-163.0357,-22.847416,-82.995026,-24.39438,-9.850347,46.697334,34.33874,0.29536647,-25.343943,-9.339655,29.727121
44,-37.04147,-139.6346,29.149784,-85.335304,-13.103564,-23.48613,12.051419,29.373365,-39.277355,-8.898484,-58.87221,30.14886
45,-31.79787,-23.26203,-24.554619,86.39607,42.003937,0.6222223,-74.34836,-29.591372,50.836628,25.130966,-54.100952,-15.84573
46,-29.12947,-187.1268,-54.03456,-71.605484,-72.803825,0.11353776,100.87772,-0.17743412,12.956326,4.710509,-79.7974,34.59417
47,-56.268726,253.0061,-57.117252,127.6047,-102.77313,6.511528,-16.335316,70.31683,-74.6571,-83.19506,-43.9247,72.43792
48,-26.094309,-84.778496,46.64737,47.183743,-21.440836,50.799397,-51.35403,-51.027626,1.2147427,12.723069,24.481436,20.027409
49,-19.0548,-157.77422,-85.65767,69.22851,-30.89854,38.102425,15.230276,-26.093128,-64.11321,34.18904,7.4741316,-21.51216
50,-28.26946,-145.86246,-28.936348,-9.501263,-24.69127,19.208092,27.648039,-10.915174,-19.97188,9.608947,29.466314,-0.27808443
